instance,probtype, n_vars, n_constr, n_nzcnt, nq_vars, nq_constr, nq_nzcnt, lp_avg, lp_l2_avg, lp_linf, lp_objval, num_b_variables, num_i_variables, num_c_variables, num_s_variables, num_n_variables, ratio_b_variables, ratio_i_variables, ratio_c_variables, ratio_s_variables, ratio_n_variables, num_i+_variables, ratio_i+_variables, num_unbounded_disc, ratio_unbounded_disc, support_size_avg, support_size_median, support_size_varcoef, support_size_q90mq10, rhs_c_0_avg, rhs_c_0_varcoef, rhs_c_1_avg, rhs_c_1_varcoef, rhs_c_2_avg, rhs_c_2_varcoef, vcg_constr_deg0_avg, vcg_constr_deg0_median, vcg_constr_deg0_varcoef, vcg_constr_deg0_q90mq10, vcg_var_deg0_avg, vcg_var_deg0_median, vcg_var_deg0_varcoef, vcg_var_deg0_q90mq10, vcg_constr_weight0_avg, vcg_constr_weight0_varcoef, vcg_var_weight0_avg, vcg_var_weight0_varcoef, A_ij_normalized0_avg, A_ij_normalized0_varcoef, a_normalized_varcoefs0_avg, a_normalized_varcoefs0_varcoef, obj_coefs0_avg, obj_coefs0_std, obj_coef_per_constr0_avg, obj_coef_per_constr0_std, obj_coef_per_sqr_constr0_avg, obj_coef_per_sqr_constr0_std, vcg_constr_deg1_avg, vcg_constr_deg1_median, vcg_constr_deg1_varcoef, vcg_constr_deg1_q90mq10, vcg_var_deg1_avg, vcg_var_deg1_median, vcg_var_deg1_varcoef, vcg_var_deg1_q90mq10, vcg_constr_weight1_avg, vcg_constr_weight1_varcoef, vcg_var_weight1_avg, vcg_var_weight1_varcoef, A_ij_normalized1_avg, A_ij_normalized1_varcoef, a_normalized_varcoefs1_avg, a_normalized_varcoefs1_varcoef, obj_coefs1_avg, obj_coefs1_std, obj_coef_per_constr1_avg, obj_coef_per_constr1_std, obj_coef_per_sqr_constr1_avg, obj_coef_per_sqr_constr1_std, vcg_constr_deg2_avg, vcg_constr_deg2_median, vcg_constr_deg2_varcoef, vcg_constr_deg2_q90mq10, vcg_var_deg2_avg, vcg_var_deg2_median, vcg_var_deg2_varcoef, vcg_var_deg2_q90mq10, vcg_constr_weight2_avg, vcg_constr_weight2_varcoef, vcg_var_weight2_avg, vcg_var_weight2_varcoef, A_ij_normalized2_avg, A_ij_normalized2_varcoef, a_normalized_varcoefs2_avg, a_normalized_varcoefs2_varcoef, obj_coefs2_avg, obj_coefs2_std, obj_coef_per_constr2_avg, obj_coef_per_constr2_std, obj_coef_per_sqr_constr2_avg, obj_coef_per_sqr_constr2_std, mipgap, nodecnt, clqcnt, covcnt, itcnt_max, numnewsolution_sum, newin_sum, nodeleft_avg, nodeleft_varcoef, diffObj_avg, diffObj_median, diffObj_varcoef, diffObj_q90mq10, numfeas, iinf_avg, iinf_median, iinf_varcoef, iinf_q90mq10, diffBestInt_avg, diffBestInt_median, diffBestInt_varcoef, diffBestInt_q90mq10, diffBestObjUp_avg, diffBestObjUp_median, diffBestObjUp_varcoef, diffBestObjUp_q90mq10, numcuts_sum, diffGap_avg, diffGap_median, diffGap_varcoef, diffGap_q90mq10, pre_t, rel_t, new_row, new_col, new_nonzero, clique_table, cliqueCuts, impliedBoundCuts, flowCuts, mixedIntegerRoundingCuts, gomoryFractionalCuts,time_relax, time_VCG0, time_VCG1, time_VCG2, cplex_prob_time
neos-3373491-avoca.mps.gz,1, 2368, 1570, 9438, 0, 0, 0, 1385.66, 6927.22, 103144, 2.16877e+10, 43, 2325, 0, 0, 0, 0.0181588, 0.981841, 0, 0, 0, 2368, 1, 0, 0, 13403.9, 6601, 1.42522, 15300, 0.00671141, 27.2764, 2370.91, 2.18394, -512, -512, 6.01146, 7, 0.77017, 14, 3.98564, 4, 1.53294, 3, -6899.12, -2.43449, -4574.17, -19.6061, 0.000914131, 13.8858, 0.723161, 1.14496, 9465.4, 132694, 884.972, 10766.6, 2229.62, 28209.8, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 6.01146, 7, 0.77017, 14, 3.98564, 4, 1.53294, 3, -6899.12, -2.43449, -4574.17, -19.6061, 0.000914131, 13.8858, 0.723161, 1.14496, 9465.4, 132694, 884.972, 10766.6, 2229.62, 28209.8, 0.273291, 7, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0, 12.26
neos-3421095-cinca.mps.gz,1, 896, 1218, 4350, 0, 0, 0, 0, 0, 0, 3.65904e+07, 117, 42, 737, 0, 0, 0.13058, 0.046875, 0.822545, 0, 0, 159, 0.177455, 0, 0, 2.79245, 2, 0.473648, 3, 780.163, 2.1821, 0.96, 0.204124, 530.75, 3.22118, 1.09113, 0, 1.20479, 3, 8.35849, 8, 0.572634, 18, -7.88177e+15, -3.4187, -6.03774e+16, -0.810093, 0.155554, 5.73487, 0.11494, 2.71278, 26.4151, 44.088, 12.9979, 31.3331, 16.3522, 32.1309, 2.4803, 2, 1.36299, 6, 4.09905, 4, 0.525049, 4, 0.795056, 2.51576, 1.31395, 1.75266, 4.41367e-05, 2.66836, 0.0116272, 10.658, 79.2402, 211.643, 51.2696, 203.132, 59.3404, 203.473, 3.57143, 3, 0.931779, 4, 4.85491, 4, 0.668191, 5, -7.88177e+15, -3.4187, -1.07143e+16, -2.88675, 0.0916558, 7.51684, 0.508236, 1.90754, 69.8661, 193.898, 44.4781, 185.279, 51.7119, 185.761, 0.028869, 4381, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0.01, 17.61
neos-3426085-ticino.mps.gz,1, 4688, 308, 9083, 0, 0, 0, 0.0748132, 0.457995, 10.9621, 221.781, 879, 3809, 0, 0, 0, 0.1875, 0.8125, 0, 0, 0, 4688, 1, 0, 0, 6.0625, 4, 0.850062, 13, 0, 0, -512, -512, 46.6667, 0.669115, 29.4903, 16, 2.02176, 0, 1.9375, 2, 0.124935, 0, 31542.2, 0.22416, 2072.31, 1.67014, 0.039001, 0.82196, 0.655418, 0.226262, 0.0625, 0.242061, 0.0625, 0.242061, 0.0625, 0.242061, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 29.4903, 16, 2.02176, 0, 1.9375, 2, 0.124935, 0, 31542.2, 0.22416, 2072.31, 1.67014, 0.039001, 0.82196, 0.655418, 0.226262, 0.0625, 0.242061, 0.0625, 0.242061, 0.0625, 0.242061, 0.0415699, 5, 0, 66, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.03, 0, 0, 0, 18.22
neos-3437289-erdre.mps.gz,1, 12162, 7358, 149856, 0, 0, 0, 0, 0, 0, 0, 12162, 0, 0, 0, 0, 1, 0, 0, 0, 0, 12162, 1, 0, 0, 2, 2, 0, 0, 1, 0, 0, 0, -512, -512, 20.3664, 8, 1.16033, 60, 12.3217, 13, 0.276173, 6, 3.8779, 0.964388, 2.34613, 0.571078, 0.226632, 1.63082, 0.553092, 1.65565, 0.00394672, 0.0626988, 0.00131557, 0.0208996, 0.00227864, 0.0361992, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 20.3664, 8, 1.16033, 60, 12.3217, 13, 0.276173, 6, 3.8779, 0.964388, 2.34613, 0.571078, 0.226632, 1.63082, 0.553092, 1.65565, 0.00394672, 0.0626988, 0.00131557, 0.0208996, 0.00227864, 0.0361992, 0, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.13, 0.03, 0, 0.02, 0
neos-3354841-apure.mps.gz,1, 100000, 169, 5.39309e+06, 0, 0, 0, 4.76037e-05, 0.00337175, 0.442396, 48447.9, 0, 100000, 0, 0, 0, 0, 1, 0, 0, 0, 100000, 1, 0, 0, 6, 6, 0, 0, -512, -512, 5, 0, 1, 0, 31911.8, 29488, 0.710315, 57447, 53.9309, 54, 0.106604, 15, 32034.7, 0.704958, 54.1386, 0.109545, 0.989017, 0.126276, 0.214893, 3.12148, 11141.7, 3341.2, 207.253, 57.5747, 1517.36, 430.889, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 31911.8, 29488, 0.710315, 57447, 53.9309, 54, 0.106604, 15, 32034.7, 0.704958, 54.1386, 0.109545, 0.989017, 0.126276, 0.214893, 3.12148, 11141.7, 3341.2, 207.253, 57.5747, 1517.36, 430.889, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,5.12, 0.48, 0.03, 0.46, 1.76
neos-3426132-dieze.mps.gz,1, 11550, 570, 22550, 0, 0, 0, 0.0347021, 0.293487, 17, 401.995, 2750, 8800, 0, 0, 0, 0.238095, 0.761905, 0, 0, 0, 11550, 1, 0, 0, 5.09524, 3, 1.0489, 5, 0, 0, -512, -512, 54.05, 0.583849, 39.5614, 21, 2.4604, 0, 1.95238, 2, 0.109076, 0, 59602.6, 0.188933, 2941.43, 1.14248, 0.0425732, 1.23315, 0.542146, 0.190693, 0.047619, 0.212959, 0.047619, 0.212959, 0.047619, 0.212959, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 39.5614, 21, 2.4604, 0, 1.95238, 2, 0.109076, 0, 59602.6, 0.188933, 2941.43, 1.14248, 0.0425732, 1.23315, 0.542146, 0.190693, 0.047619, 0.212959, 0.047619, 0.212959, 0.047619, 0.212959, 0.0497638, 0, 0, 143, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.1, 0, 0, 0, 8.1
neos-3530903-gauja.mps.gz,1, 2310, 220, 4410, 0, 0, 0, 0.130369, 0.518069, 4, 163.48, 420, 1890, 0, 0, 0, 0.181818, 0.818182, 0, 0, 0, 2310, 1, 0, 0, 4.18182, 5, 0.335375, 4, 0, 0, -512, -512, 55.1, 0.3342, 20.0455, 11, 2.06787, 0, 1.90909, 2, 0.150585, 0, 18300.5, 0.215714, 1742.91, 2.22371, 0.0206588, 0.381382, 0.621826, 0.218218, 0.0909091, 0.28748, 0.0909091, 0.28748, 0.0909091, 0.28748, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 20.0455, 11, 2.06787, 0, 1.90909, 2, 0.150585, 0, 18300.5, 0.215714, 1742.91, 2.22371, 0.0206588, 0.381382, 0.621826, 0.218218, 0.0909091, 0.28748, 0.0909091, 0.28748, 0.0909091, 0.28748, 0.033765, 7412, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0, 14.26
neos-3530905-gaula.mps.gz,1, 2090, 200, 3990, 0, 0, 0, 0.106479, 0.376447, 4, 150.654, 190, 1900, 0, 0, 0, 0.0909091, 0.909091, 0, 0, 0, 2090, 1, 0, 0, 3.54545, 3, 0.303389, 2, 0, 0, -512, -512, 46.1, 0.677224, 19.95, 11, 1.9555, 0, 1.90909, 2, 0.150585, 0, 22193.9, 0.227452, 2123.82, 1.84628, 0.035302, 0.684788, 0.50263, 0.229416, 0.0909091, 0.28748, 0.0909091, 0.28748, 0.0909091, 0.28748, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 19.95, 11, 1.9555, 0, 1.90909, 2, 0.150585, 0, 22193.9, 0.227452, 2123.82, 1.84628, 0.035302, 0.684788, 0.50263, 0.229416, 0.0909091, 0.28748, 0.0909091, 0.28748, 0.0909091, 0.28748, 0.0567599, 7560, 0, 11, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0.01, 13.37
neos-3572885-glina.mps.gz,1, 57196, 44206, 157180, 0, 0, 0, 0, 0, 0, 0, 34272, 22924, 0, 0, 0, 0.599203, 0.400797, 0, 0, 0, 57196, 1, 0, 0, 4.00399, 2, 0.611965, 5, 1.94576, 153.102, 0.000176227, 75.3226, -512, -512, 3.55563, 2, 34.2127, 3, 2.74809, 3, 0.437324, 3, 8.11587, 198.717, 6.27264, 2.57017, 0.576645, 0.856764, 0.068208, 9.47258, 42.3411, 85.7418, 31.7507, 74.4502, 35.627, 77.0066, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 3.55563, 2, 34.2127, 3, 2.74809, 3, 0.437324, 3, 8.11587, 198.717, 6.27264, 2.57017, 0.576645, 0.856764, 0.068208, 9.47258, 42.3411, 85.7418, 31.7507, 74.4502, 35.627, 77.0066, 0, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,1.12, 0.08, 0, 0.05, 0
neos-3402294-bobin.mps.gz,1, 2904, 591076, 2.03489e+06, 0, 0, 0, 0.0129581, 0.0624455, 0.5, 0, 2616, 0, 288, 0, 0, 0.900826, 0, 0.0991736, 0, 0, 2616, 0.900826, 0, 0, 2, 2, 0, 0, 1.95586, 0.150231, -0.701923, -3.39125, -0.741894, -0.590624, 3.4422, 3, 0.799138, 0, 777.752, 475, 0.969744, 2000, 3.12045, 0.733014, 705.055, 0.977401, 0.278846, 2.02422, 0.0201405, 5.59499, 0, 0, 0, 0, 0, 0, 0.000487247, 0, 64.0601, 0, 1, 1, 0, 0, 0, 0, 0, 1.85e+11, 0, 7.06195e+10, 0, 0, 0.0833333, 0.276385, 0.0833333, 0.276385, 0.0833333, 0.276385, 3.44268, 3, 0.799834, 0, 700.719, 415, 1.07397, 1934, 3.12045, 0.733014, 635.132, 1.08197, 0.278806, 2.04724, 0.0202152, 5.6384, 0.00826446, 0.0905327, 0.00826446, 0.0905327, 0.00826446, 0.0905327, 1, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,1.89, 0.53, 0.08, 0.55, 8.64
neos-3581454-haast.mps.gz,1, 8112, 17220, 92976, 0, 0, 0, 0.00692226, 0.0585173, 0.5, 1640, 7512, 0, 600, 0, 0, 0.926036, 0, 0.0739645, 0, 0, 7512, 0.926036, 0, 0, 2, 2, 0, 0, 50.7045, 27.0231, 0.5, 1, 0.346535, 2.27677, 4.37422, 2, 1.67237, 22, 10.0272, 10, 0.0828986, 0, -144.314, -8.908, -330.816, -5.84023, 0.510216, 1.47954, 0.0196187, 4.02996, 263.601, 160.516, 26.4478, 16.0603, 83.493, 50.7667, 1.02509, 1, 1.24655, 2, 29.42, 52, 0.830206, 49, 41.5798, 37.7748, 1193.34, 1.03832, 0.0261164, 5.35694, 0.000336576, 110.915, 0, 0, 0, 0, 0, 0, 5.3993, 3, 1.32574, 22, 11.4615, 10, 0.732697, 1, -102.734, -19.7846, -218.083, -8.85515, 0.369526, 1.8319, 0.475179, 1.03911, 244.104, 169.171, 24.4916, 16.9341, 77.3174, 53.5174, 0.844591, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.11, 0.01, 0.01, 0.02, 8.44
neos-3592146-hawea.mps.gz,1, 4870, 995, 13880, 0, 0, 0, 929.68, 4963.35, 80711, 7.23714e+06, 525, 4345, 0, 0, 0, 0.107803, 0.892197, 0, 0, 0, 4870, 1, 0, 0, 238227, 56161, 2.77819, 248039, 0.150538, 2.37547, 1352, 3.89113, -512, -512, 13.9497, 16, 0.831681, 29, 2.8501, 3, 0.367425, 3, -35170.6, -2.61154, -7185.78, -6.10539, 0.226006, 1.84953, 0.209851, 1.87873, 2.77885e+07, 1.64161e+08, 2.77544e+07, 1.64166e+08, 2.77684e+07, 1.64164e+08, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 13.9497, 16, 0.831681, 29, 2.8501, 3, 0.367425, 3, -35170.6, -2.61154, -7185.78, -6.10539, 0.226006, 1.84953, 0.209851, 1.87873, 2.77885e+07, 1.64161e+08, 2.77544e+07, 1.64166e+08, 2.77684e+07, 1.64164e+08, 0.221281, 47, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.05, 0.01, 0, 0, 12.1
neos-3594536-henty.mps.gz,1, 22924, 21280, 65712, 0, 0, 0, 0.726139, 1.34424, 12, 383205, 0, 22924, 0, 0, 0, 0, 1, 0, 0, 0, 22924, 1, 22924, 1, -512, -512, -512, -512, -512, -512, 0, 0, 1, 0, 3.08797, 2, 0.455003, 3, 2.86652, 2, 0.345734, 2, 0.933459, 1.24203, 0.866515, 1.14372, 1, 0, 0.155455, 2.09834, 14.7836, 23.499, 5.98997, 10.4011, 9.29228, 15.3035, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 3.08797, 2, 0.455003, 3, 2.86652, 2, 0.345734, 2, 0.933459, 1.24203, 0.866515, 1.14372, 1, 0, 0.155455, 2.09834, 14.7836, 23.499, 5.98997, 10.4011, 9.29228, 15.3035, 0.296899, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.19, 0.03, 0, 0.02, 11.42
neos-3603137-hoteo.mps.gz,1, 4003, 10510, 39146, 0, 0, 0, 0.125614, 0.168105, 1, 0, 3913, 90, 0, 0, 0, 0.977517, 0.0224831, 0, 0, 0, 4003, 1, 0, 0, 2.1349, 2, 0.416643, 0, -0.300949, -5.77717, 0, 0, -5.71429, -0.509902, 3.72464, 3, 0.32736, 3, 9.77917, 4, 2.56114, 11, -5.54596, -0.734172, -14.5611, -0.651008, 0.900974, 2.65419, 0.722791, 0.598507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 3.72464, 3, 0.32736, 3, 9.77917, 4, 2.56114, 11, -5.54596, -0.734172, -14.5611, -0.651008, 0.900974, 2.65419, 0.722791, 0.598507, 0, 0, 0, 0, 0, 0, 1, 0, 98, 16, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.06, 0.01, 0, 0.01, 8.96
neos-3610040-iskar.mps.gz,1, 430, 335, 1023, 0, 0, 0, 0.0614706, 0.136685, 0.491667, 33.8453, 85, 0, 345, 0, 0, 0.197674, 0, 0.802326, 0, 0, 85, 0.197674, 0, 0, 2, 2, 0, 0, -1.25225, -1.25241, 15, 0, -512, -512, 1.05672, 1, 4.36271, 1, 4.16471, 3, 0.575148, 6, -3.46567, -1.36576, -13.6588, -0.701473, 1.68397, 0.686179, 0, 0, 0, 0, 0, 0, 0, 0, 1.99701, 2, 0.0273179, 0, 1.93913, 2, 0.123298, 0, 0.00298507, 18.2757, 0.00289855, 85.1117, 0.000102722, 5691.19, 0.00298507, 18.2757, 0.00289855, 0.0537601, 0.00289855, 0.0537601, 0.00289855, 0.0537601, 3.05373, 3, 1.49188, 1, 2.37907, 2, 0.589307, 1, -3.46269, -1.3521, -2.69767, -2.56278, 0.594408, 1.9474, 0.611667, 0.524989, 0.00232558, 0.0481682, 0.00232558, 0.0481682, 0.00232558, 0.0481682, 0, 324, 0, 2, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0, 9.19
neos-3555904-turama.mps.gz,1, 36094, 146493, 793605, 0, 0, 0, 0.000801149, 0.0151503, 0.5, -41.45, 36094, 0, 0, 0, 0, 1, 0, 0, 0, 0, 36094, 1, 0, 0, 2, 2, 0, 0, 0.514745, 1.46938, 1.33333, 0.353553, -512, -512, 5.41736, 4, 3.9564, 8, 21.9872, 22, 0.613581, 31, -0.818681, -26.638, -3.32274, -2.49179, 0.79883, 0.30693, 0.0522421, 4.62093, 1.16878, 2.21227, 0.0689856, 0.135114, 0.276244, 0.52356, 0, 0, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, 0, 0, -512, -512, -512, -512, -512, -512, 5.41736, 4, 3.9564, 8, 21.9872, 22, 0.613581, 31, -0.818681, -26.638, -3.32274, -2.49179, 0.79883, 0.30693, 0.0522421, 4.62093, 1.16878, 2.21227, 0.0689856, 0.135114, 0.276244, 0.52356, 0.999177, 0, 0, 0, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,11.89, 0.17, 0.02, 0.17, 5.51
neos-3611447-jijia.mps.gz,1, 472, 377, 1145, 0, 0, 0, 0.0577206, 0.135535, 0.4925, 94.2162, 85, 0, 387, 0, 0, 0.180085, 0, 0.819915, 0, 0, 85, 0.180085, 0, 0, 2, 2, 0, 0, -1.30295, -1.18037, 42, 0, -512, -512, 1.03979, 1, 4.18079, 1, 4.61176, 5, 0.503437, 7, -3.96817, -3.45346, -17.6, -0.536991, 1.73334, 0.662024, 0.00125452, 19.3907, 0, 0, 0, 0, 0, 0, 1.99735, 2, 0.0257513, 0, 1.94574, 2, 0.116427, 0, 0.00265252, 19.3907, 0.00258398, 90.1443, 3.24823e-05, 18019.8, 0.00265252, 19.3907, 0.00258398, 0.0507671, 0.00258398, 0.0507671, 0.00258398, 0.0507671, 3.03714, 3, 1.41446, 1, 2.42585, 2, 0.591987, 3, -3.96552, -3.44288, -3.16737, -2.48359, 0.603996, 1.93373, 0.617728, 0.502542, 0.00211864, 0.0459799, 0.00211864, 0.0459799, 0.00211864, 0.0459799, 0, 426, 0, 1, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0, 4.66
neos-3610051-istra.mps.gz,1, 805, 709, 1999, 0, 0, 0, 0.0918627, 0.166369, 0.4875, 44.5553, 76, 0, 729, 0, 0, 0.0944099, 0, 0.90559, 0, 0, 76, 0.0944099, 0, 0, 2, 2, 0, 0, -0.903573, -1.99917, 24, 0, -512, -512, 0.820874, 1, 3.48557, 1, 7.65789, 7, 0.400561, 6, -2.96192, -1.10915, -27.6316, -0.444051, 1.92415, 0.52067, 0, 0, 0, 0, 0, 0, 0, 0, 1.99859, 2, 0.0187779, 0, 1.94376, 2, 0.118527, 0, 0.00141044, 26.6083, 0.00137174, 172.881, 3.0259e-05, 19215.5, 0.00141044, 26.6083, 0.00137174, 0.0370116, 0.00137174, 0.0370116, 0.00137174, 0.0370116, 2.81946, 3, 1.00166, 1, 2.48323, 2, 0.777535, 0, -2.96051, -1.09911, -2.60745, -3.42056, 0.571669, 2.00133, 0.562866, 0.666075, 0.00124224, 0.0352235, 0.00124224, 0.0352235, 0.00124224, 0.0352235, 0, 463, 0, 1, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0.01, 0, 0, 0, 9.87
neos-3611689-kaihu.mps.gz,1, 421, 323, 1014, 0, 0, 0, 0.0783523, 0.167209, 0.4925, 100.879, 88, 0, 333, 0, 0, 0.209026, 0, 0.790974, 0, 0, 88, 0.209026, 0, 0, 2, 2, 0, 0, -1.48422, -0.89296, 37, 0, -512, -512, 1.14241, 1, 4.24698, 1, 4.19318, 4, 0.563731, 6, -4.36223, -3.59814, -16.0114, -0.604174, 1.74252, 0.705008, 0.00128896, 17.9444, 0, 0, 0, 0, 0, 0, 1.9969, 2, 0.0278207, 0, 1.93694, 2, 0.125495, 0, 0.00309598, 17.9444, 0.003003, 83.6182, 4.32432e-05, 14033.2, 0.00309598, 17.9444, 0.003003, 0.0547173, 0.003003, 0.0547173, 0.003003, 0.0547173, 3.13932, 3, 1.52784, 1, 2.40855, 2, 0.59538, 3, -4.35913, -3.58799, -3.34442, -2.3546, 0.6469, 1.89358, 0.643579, 0.405651, 0.0023753, 0.0486791, 0.0023753, 0.0486791, 0.0023753, 0.0486791, 0, 1898, 3, 13, -512, 0, 0, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, -512, -512, -512, -512, -512, -512, -512, -512, -512, -512, 0, 0, 0, 0, 0,0, 0, 0, 0, 6.22
